question_id,document,question_type,question,document_scope,explicit_figure_query,present_in_final,figure_diagnostic,retrieved_count_stage1,final_context_docs,verification_units,verification_supported,verification_partial,verification_unsupported,verification_unknown,groundedness_ratio,image_count,error,elapsed_sec,rag_answer,ground_truth_answer
CLIP-15,CLIP,Interpretation / Limitation,Why does the paper argue that CLIP represents a significant step toward flexible and practical zero-shot computer vision classifiers?,['CLIP.pdf'],False,,,8,11,2,1,1,0,0,0.50,3,False,58.3," The paper argues that CLIP represents a significant step toward flexible and practical zero-shot computer vision classifiers because it performs well in both zero-shot and linear probe settings on various datasets, and its performance is comparable to or even surpasses fully supervised models on some tasks. Additionally, CLIP's zero-shot performance is within 1% of the I3D baseline on the Kinetics-700 dataset, and it also performs well on the RareAct dataset, which measures zero-shot recognitio","CLIP is a significant step toward flexible and practical zero-shot classifiers because natural language lets users directly specify the visual concepts to recognize, removing the need to train a separate classifier with labeled examples for every target dataset. The paper also shows strong zero-shot performance across many tasks."
RAG-01,RAG,Core / Architecture,"What is Retrieval-Augmented Generation (RAG), and what problem is it designed to address?",['RAG.pdf'],False,,,8,10,3,1,1,1,0,0.33,3,False,54.0," Retrieval-Augmented Generation (RAG) is a model designed to address the problem of knowledge-intensive NLP tasks. It is a unified architecture that incorporates retrieval to improve performance across various NLP tasks such as open-domain question answering, fact checking, fact completion, long-form question answering, Wikipedia article generation, dialogue, translation, and language modeling. The model uses retrieved documents to enhance its understanding and generate more accurate responses.","RAG is a retrieval-augmented generation framework that combines a pre-trained parametric seq2seq generator with a non-parametric external memory accessed by a neural retriever. It is designed for knowledge-intensive language tasks, addressing limitations of purely parametric language models such as difficulty updating/revising knowledge and increased risk of unsupported or hallucinated information."
RAG-02,RAG,Core / Architecture,"What are the two types of memory used in the RAG architecture, and what role does each one play?",['RAG.pdf'],False,,,8,11,7,1,5,1,0,0.14,3,False,69.7," The RAG architecture uses two types of memory: RAG-Token and RAG-Sequence.

1. RAG-Token: This memory stores individual tokens from the retrieved documents. It plays a role in answering factual questions and generating answers for tasks like open-domain question answering, fact checking, and fact completion.

2. RAG-Sequence: This memory stores sequences of tokens from the retrieved documents. It is used for tasks that require understanding the context or the flow of information, such as long-f","RAG uses two forms of memory: parametric memory, stored in the parameters of the pre-trained seq2seq generator (BART), and non-parametric memory, stored in an external dense vector index of Wikipedia. The retriever accesses the external memory and supplies relevant documents to the generator."
RAG-03,RAG,Core / Architecture,What type of index is used as the non-parametric memory in the RAG model?,['RAG.pdf'],False,,,8,11,1,1,0,0,0,1.00,3,False,47.2," The non-parametric memory in the RAG model uses a vector index, specifically consisting of 21M 728-dimensional vectors, totaling approximately 15.3 billion values.","The non-parametric memory is a dense vector index of Wikipedia. The paper uses a December 2018 Wikipedia dump, split into 100-word chunks, producing about 21 million documents whose embeddings are stored in a MIPS/FAISS index."
RAG-04,RAG,Core / Architecture,"What model is used as the parametric memory in the RAG architecture, and what component retrieves documents from the external memory?",['RAG.pdf'],False,,,8,10,1,0,0,1,0,0.00,3,False,45.2," The parametric memory in the RAG architecture is BART, and the component that retrieves documents from the external memory is a learned retrieval mechanism.","The parametric memory is the BART-large pre-trained seq2seq transformer. Documents are retrieved from the external Wikipedia index by a Dense Passage Retriever (DPR), using a BERT-based query encoder and document encoder with Maximum Inner Product Search (MIPS)."
RAG-05,RAG,Architecture / Reasoning,What is the main difference between RAG-Sequence and RAG-Token?,None,False,,,8,11,4,3,0,1,0,0.75,3,False,69.7," The main difference between RAG-Sequence and RAG-Token is the way they represent reflection tokens. RAG-Sequence uses a sequence of tokens to represent its output values, while RAG-Token uses a single token. The sequence of tokens in RAG-Sequence provides more detailed information about the output values, while RAG-Token uses a more compact representation. The bottom three rows in Table 1 refer to the three types of Critique tokens used in RAG-Sequence, and the bold text indicates the most desi","RAG-Sequence uses the same retrieved document to generate the complete output sequence, whereas RAG-Token can use a different retrieved document for each target token. RAG-Token can therefore combine information from multiple retrieved documents within one generated answer."
RAG-06,RAG,Architecture / Reasoning,Why does using an external non-parametric memory make RAG easier to update with new knowledge than a purely parametric language model?,['RAG.pdf'],False,,,8,11,3,3,0,0,0,1.00,3,False,59.6," Using an external non-parametric memory makes RAG easier to update with new knowledge than a purely parametric language model because non-parametric models like RAG can easily update their knowledge at test time, while parametric-only models like T5 or BART require further training to update their behavior as the world changes. This is because non-parametric models store specific knowledge in their memory, and this knowledge can be easily updated or replaced as new information becomes available","Because knowledge is stored in an external non-parametric index rather than only in model parameters, the index can be updated or replaced at test time without retraining the generator. A purely parametric model such as BART or T5 would require further training to change its stored knowledge or behavior."
RAG-07,RAG,Architecture / Reasoning,What advantages does the RAG paper claim for storing raw text in its external memory instead of storing only distributed representations?,['RAG.pdf'],False,,,8,10,4,2,2,0,0,0.50,3,False,62.5," The RAG paper claims that storing raw text in its external memory instead of storing only distributed representations has the following advantages:

1. Human-readable: The memory is comprised of raw text, making it readable by humans, providing a form of interpretability to the model.
2. Human-writable: The raw text memory is editable, enabling the model's memory to be dynamically updated by editing the document index.

These features make the model more flexible and adaptable to various tasks ","Storing raw text in the external memory makes the memory human-readable and human-writable. This provides interpretability because retrieved knowledge can be inspected, and it allows the document index to be edited or updated without retraining the model."
RAG-08,RAG,Architecture / Reasoning,How does the neural retriever interact with the Wikipedia document index in the RAG architecture?,['RAG.pdf'],False,,,8,11,4,4,0,0,0,1.00,3,False,56.7," The neural retriever in the RAG (Retrieval-Augmented Generation) architecture interacts with the Wikipedia document index by retrieving relevant documents for a given input. The retriever uses a learned scoring function to rank the documents in the index based on their relevance to the input. The top-ranked documents are then used as evidence for the generation task. The retriever is a key component of the RAG architecture as it allows the model to access a large amount of external knowledge, m",The neural retriever is based on DPR. A BERT-based query encoder produces a query representation and a BERT-based document encoder produces dense document representations. The retriever uses Maximum Inner Product Search (MIPS) to retrieve the top-k Wikipedia documents from the pre-built dense vector index. The retrieved documents are then supplied to BART.
RAG-09,RAG,Evaluation / Performance,On what types of knowledge-intensive NLP tasks was RAG evaluated?,['RAG.pdf'],False,,,8,11,3,0,0,3,0,0.00,3,False,56.7," RAG was evaluated on the following knowledge-intensive NLP tasks:

1. Open-domain Question Answering (QA)
2. Open-MSMarco
3. Jeopardy question generation

For Open-domain QA, RAG-Token models used 15 retrieved documents, while RAG-Sequence models used 50 retrieved documents with the Thorough Decoding approach. For Open-MSMarco and Jeopardy question generation, both RAG-Token and RAG-Sequence models used ten retrieved documents.","RAG was evaluated on several knowledge-intensive NLP task types: open-domain question answering (Natural Questions, TriviaQA, WebQuestions and CuratedTrec), knowledge-intensive generation (MS-MARCO NLG and Jeopardy question generation), and fact verification (FEVER)."
RAG-10,RAG,Evaluation / Performance,What advantages did the authors report for RAG-generated text compared with purely parametric BART generation?,['RAG.pdf'],False,,,8,11,1,1,0,0,0,1.00,3,False,44.4, The authors reported that RAG-generated text is more factual and specific compared to purely parametric BART generation.,"Compared with parametric-only BART, RAG generations were reported to be more factual, specific and diverse. On MS-MARCO NLG, RAG-Sequence improved over BART by 2.6 BLEU and 2.6 ROUGE-L points. Human evaluation on Jeopardy question generation also favored RAG for factuality and specificity."
RAG-11,RAG,System-level Reasoning,Why can RAG be considered a combination of parametric and non-parametric memory?,['RAG.pdf'],False,,,8,11,3,2,1,0,0,0.67,3,False,54.6," RAG can be considered a combination of parametric and non-parametric memory because it utilizes both learned parameters (parametric) and external documents (non-parametric) for generating responses. The learned parameters are used to generate responses based on the input, while the external documents are retrieved and used to provide additional context and facts to improve the response's quality and accuracy. This hybrid approach allows RAG to achieve state-of-the-art results on open-domain QA ","RAG combines parametric and non-parametric memory because the generator is a pre-trained seq2seq model whose parameters store parametric knowledge, while the external Wikipedia dense-vector index stores non-parametric knowledge and is accessed through the neural retriever."
RAG-12,RAG,System-level Reasoning,How does the ability to hot-swap the retrieval index affect the maintainability of a RAG system?,['RAG.pdf'],False,,,8,11,9,7,2,0,0,0.78,3,False,78.8," The ability to hot-swap the retrieval index in a RAG system allows for easy updating of the model's world knowledge. This maintainability feature is particularly useful as it enables the system to adapt to changes in the world, such as updates to world leaders or other facts, without requiring extensive retraining of the model. This makes the RAG system more flexible and easier to manage over time.

In the provided text, it is mentioned that the RAG model can update its world knowledge by simpl","Hot-swapping the retrieval index makes a RAG system easier to maintain because its external knowledge can be updated at test time simply by replacing the index, without retraining the generator. The paper demonstrates this by replacing a December 2016 Wikipedia index with a December 2018 index and showing that RAG's world knowledge changes accordingly."
BERT-01,BERT,Core / Architecture,"What does BERT stand for, and what is the main idea behind the model?",['BERT.pdf'],False,,,8,11,3,1,2,0,0,0.33,3,False,52.6," BERT stands for Bidirectional Encoder Representations from Transformers. The main idea behind the model is to pre-train deep bidirectional representations from unlabeled text by jointly conditioning on both left and right context in all layers. This allows the model to better understand the context and nuances of the text, making it more effective for a wide range of natural language processing tasks.","BERT stands for Bidirectional Encoder Representations from Transformers. It is a deep bidirectional Transformer representation model pre-trained on unlabeled text by jointly conditioning on left and right context in all layers, then fine-tuned with minimal task-specific architecture for downstream NLP tasks."
BERT-02,BERT,Core / Architecture,How does BERT differ from OpenAI GPT in terms of the direction of context used by the Transformer?,['BERT.pdf'],False,,,8,10,3,0,3,0,0,0.00,3,False,51.6," BERT uses a bidirectional Transformer, which means it considers both the left and right context when generating representations for a given input. On the other hand, OpenAI GPT uses a left-to-right Transformer, which only considers the left context. This bidirectionality in BERT allows it to capture more contextual information compared to OpenAI GPT.","BERT uses bidirectional self-attention, so each token can attend to both left and right context. OpenAI GPT uses a left-to-right Transformer with constrained self-attention, so each token can attend only to context on its left."
BERT-03,BERT,Core / Architecture,What is the masked language model (MLM) objective used during BERT pre-training?,['BERT.pdf'],False,,,8,11,2,1,1,0,0,0.50,3,False,53.9," The masked language model (MLM) objective used during BERT pre-training is a technique where some tokens in a sentence are randomly masked, and the model is trained to predict the masked tokens based on the context provided by the remaining tokens. This helps the model to learn the contextual relationships between words in a sentence.",The masked language model (MLM) randomly masks some input tokens and trains BERT to predict the original vocabulary identity of the masked tokens from their surrounding context.
BERT-04,BERT,Core / Architecture,Why does the masked language model allow BERT to learn bidirectional representations while a traditional left-to-right language model cannot?,['BERT.pdf'],False,,,8,11,3,0,3,0,0,0.00,3,False,55.4," The masked language model (MLM) allows BERT to learn bidirectional representations because it randomly masks some words in a sentence and requires the model to predict the masked words based on the context. This process forces the model to understand the sentence as a whole, not just from left to right, making it capable of learning bidirectional representations. A traditional left-to-right language model, on the other hand, only considers the words in the order they appear, and thus cannot lea",MLM enables bidirectional pre-training because the model predicts selected masked tokens while conditioning on both left and right context. A conventional left-to-right language model cannot use both directions simultaneously because bidirectional conditioning would allow the target word to see itself and make prediction trivial.
BERT-05,BERT,Core / Architecture,What is the purpose of the Next Sentence Prediction (NSP) task in BERT?,['BERT.pdf'],False,,,8,10,2,1,1,0,0,0.50,3,False,48.9," The purpose of the Next Sentence Prediction (NSP) task in BERT is to predict whether a given sentence is the next sentence in a text, or a random sentence. This task helps the model to understand the order and coherence of sentences in a text.","NSP trains BERT to predict whether two sampled text spans are consecutive in the original corpus. It is a binary IsNext/NotNext pre-training task intended to help the model learn relationships between sentence pairs, useful for tasks such as question answering and natural language inference."
BERT-06,BERT,Training / Comparison,"During BERT pre-training, what percentage of the time is the second sampled text span the actual next sentence, and what percentage of the time is it a randomly selected sentence?",['BERT.pdf'],False,,,8,11,1,1,0,0,0,1.00,3,False,46.5," During BERT pre-training, 50% of the time the second sampled text span is the actual next sentence, and 50% of the time it is a randomly selected sentence.","50% of the time the second sampled span is the actual next sentence following the first span, and 50% of the time it is a randomly selected sentence."
BERT-07,BERT,Training / Comparison,"How do BERT, OpenAI GPT, and ELMo differ in their approaches to obtaining contextual representations?",['BERT.pdf'],False,,,8,10,9,0,6,3,0,0.00,3,False,92.1," BERT, OpenAI GPT, and ELMo differ in their approaches to obtaining contextual representations as follows:

1. BERT and OpenAI GPT are fine-tuning approaches, while ELMo is a feature-based approach. This means that BERT and OpenAI GPT start with pre-trained models and further adapt them to specific tasks, while ELMo generates representations directly from the input text without pre-training.

2. BERT and OpenAI GPT are both pre-trained on large text corpora using transformer-based models. Howeve","BERT uses a bidirectional Transformer jointly conditioned on left and right context in all layers; GPT uses a left-to-right Transformer; ELMo concatenates independently trained left-to-right and right-to-left LSTM representations. BERT and GPT are fine-tuning approaches, while ELMo is feature-based."
BERT-08,BERT,Training / Comparison,What masking rate is used for the language-model masking during BERT pre-training?,['BERT.pdf'],False,,,8,11,2,0,2,0,0,0.00,3,False,49.7, The masking rate used for the language-model masking during BERT pre-training is 80%. The other strategies used are 10% S AME (keeping the target token as is) and 10% R ND (replacing the target token with another random token).,The LM masking rate is 15% after WordPiece tokenization.
BERT-09,BERT,Training / Comparison,What optimizer and learning rate are used for BERT pre-training?,['BERT.pdf'],False,,,8,11,2,0,2,0,0,0.00,3,False,48.0," The optimizer used for BERT pre-training is Adam, and the learning rate is 5e-5. However, during fine-tuning, BERT chooses a task-specific learning rate that performs best on the development set.","BERT pre-training uses the Adam optimizer with a learning rate of 1e-4 (with beta1=0.9, beta2=0.999, weight decay 0.01, warmup, and linear decay)."
BERT-10,BERT,Training / Comparison,What are the main differences between BERTBASE and BERTLARGE in terms of their architecture and training resources?,None,False,,,8,7,6,0,6,0,0,0.00,3,False,84.7," The main differences between BERTBASE and BERTLARGE are primarily in terms of their architecture and the resources required for training.

BERTBASE has 12 layers and 110 million parameters, while BERTLARGE has 24 layers and 340 million parameters. This means that BERTLARGE has more capacity to learn complex patterns and relationships in the data, but it also requires more computational resources for training.

Additionally, BERTLARGE was pre-trained on a larger corpus of data compared to BERTBA","BERTBASE has 12 Transformer layers, hidden size 768, 12 attention heads, and about 110M parameters. BERTLARGE has 24 layers, hidden size 1024, 16 attention heads, and about 340M parameters. BERTBASE was pre-trained on 4 Cloud TPU pods (16 TPU chips total), while BERTLARGE used 16 Cloud TPUs (64 TPU chips total); each pre-training run took about 4 days."
BERT-11,BERT,Reasoning / Results,Why does BERT's bidirectional pre-training reduce the need for heavily engineered task-specific architectures?,['BERT.pdf'],False,,,8,11,4,0,4,0,0,0.00,3,False,64.1," BERT's bidirectional pre-training reduces the need for heavily engineered task-specific architectures because it learns contextual representations of words in both directions (left-to-right and right-to-left) during pre-training. This allows BERT to capture more nuanced and complex linguistic patterns compared to models like ELMo, which uses independently trained left-to-right and right-to-left LSTMs, or OpenAI GPT, which uses a left-to-right Transformer. The bidirectionality enables BERT to be","Because BERT pre-training produces strong bidirectional contextual representations, downstream tasks can usually be solved by adding only a small task-specific output layer and fine-tuning the pre-trained model, rather than designing heavily engineered task-specific architectures. The paper explicitly notes that pre-trained representations reduce the need for such architectures."
BERT-12,BERT,Reasoning / Results,"What improvements did BERT achieve on GLUE, MultiNLI, SQuAD v1.1, and SQuAD v2.0 according to the paper's abstract?",['BERT.pdf'],False,,,8,11,5,1,4,0,0,0.20,3,False,65.0," BERT achieved the following improvements according to the paper's abstract:

1. On the GLUE benchmark, BERT obtained an absolute accuracy improvement of 4.6% on the MNLI task. On the official GLUE leaderboard, BERTLARGE scored 80.5, compared to OpenAI GPT's 72.8.

2. On SQuAD v1.1, BERT outperformed existing systems by a wide margin.

3. For SQuAD v2.0, the paper uses a simple approach to extend the SQuAD v1.1 BERT model, treating questions that do not have an answer as having an answer span wi","The abstract reports GLUE 80.5%, MultiNLI 86.7%, SQuAD v1.1 Test F1 93.2, and SQuAD v2.0 Test F1 83.1. These results represented substantial improvements over previous state of the art, including a 7.7% absolute improvement on SQuAD v1.1 over the previous best system and a 5.1 F1 improvement on SQuAD v2.0."
NLP-Q1,NLP,Architecture / Figure,"What are the six sequential stages of the NLP pipeline described in Figure 1, from raw news text to the final classification output?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,11,4,3,0,1,0,0.75,4,False,94.1," The six sequential stages of the NLP pipeline described in Figure 1, from raw news text to the final classification output, are as follows:

1. Raw text input
2. Tokenization and cleaning (removing stop words, punctuation, and applying lowercasing)
3. Word embeddings generation (using GloVe for BiLSTM and WordPiece tokenization for BERT/RoBERTa)
4. BiLSTM encoding (processing sequences bidirectionally to capture context from both directions)
5. Attention layer (weights the most relevant tokens)",Raw Text → Tokenize & Clean → Word Embeddings → BiLSTM Encoder → Attention Layer → Output Classes. The figure shows these six stages in sequence.
NLP-Q2,NLP,Architecture / Multimodal,"According to Figure 1, how does the BiLSTM branch process the tokenized news text before the final classification head?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,10,4,0,1,3,0,0.00,5,False,80.0," According to Figure 1, the BiLSTM branch processes the tokenized news text bidirectionally to capture context from both directions. After tokenization, the text is cleaned by removing stop words, punctuation, and applying lowercasing. Word embeddings are generated using GloVe (300-dimensional) for BiLSTM. An attention layer then weights the most relevant tokens before the final classification head produces probabilities over six categories.","The tokenized and cleaned news text is converted to word embeddings (GloVe, 300-dimensional), passed through the bidirectional LSTM encoder to capture context from both directions, then through an attention layer that weights the most relevant tokens before the final classification head."
NLP-Q3,NLP,Embedding Comparison,"What embedding or tokenization method is used for BiLSTM, and what method is used for BERT and RoBERTa?",['BERT.pdf'],False,,,8,11,2,2,0,0,0,1.00,3,False,49.1," For the BiLSTM, the text is tokenized using WordPiece before being fed into the model. For BERT and RoBERTa, the text is tokenized using WordPiece and the model uses sentence A/B embeddings during pre-training.",BiLSTM uses 300-dimensional GloVe word embeddings. BERT and RoBERTa use WordPiece tokenization.
NLP-Q4,NLP,Dataset / Numerical,"How many total news articles are contained in the dataset, and into how many categories are they classified?",None,False,,,8,9,1,0,1,0,0,0.00,3,False,80.7," The dataset contains 18,600 news articles and they are classified into six categories: Politics, Sports, Technology, Entertainment, Health, and Finance.","The dataset contains 18,600 news articles classified into six categories: Politics, Sports, Technology, Entertainment, Health, and Finance."
NLP-Q5,NLP,Table Lookup,"Which news category contains the largest number of articles in the dataset, and how many articles does it contain?",None,False,,,8,10,1,1,0,0,0,1.00,3,False,73.5," The news category containing the largest number of articles in the dataset is Politics, and it contains 4,200 articles.","Politics, with 4,200 articles."
NLP-Q6,NLP,Table Reasoning,What is the ratio of the number of Politics articles to Finance articles in the dataset?,None,False,,,8,10,1,1,0,0,0,1.00,3,False,40.3," The ratio of the number of Politics articles to Finance articles in the dataset is 4200:1800, which is approximately 2.33:1.","Politics has 4,200 articles and Finance has 1,800, giving a ratio of 4,200:1,800 = 2.33:1."
NLP-Q7,NLP,Performance Table,"Which model achieves the highest overall accuracy among Naive Bayes, SVM, BiLSTM, BERT fine-tuned, and RoBERTa, and what is its accuracy?",['BERT.pdf'],False,,,8,11,3,1,1,1,0,0.33,3,False,54.5," The model that achieves the highest overall accuracy among Naive Bayes, SVM, BiLSTM, BERT fine-tuned, and RoBERTa is not explicitly stated in the provided text. However, it is mentioned that BERT and RoBERTa are fine-tuned models that perform well, but the exact accuracy of each model is not given. To find the answer, you would need to refer to the specific experiment results where these models were compared.","RoBERTa, with the highest overall accuracy of 94.1%."
NLP-Q8,NLP,Performance Comparison,"What are the accuracy and F1 score of BERT fine-tuned and RoBERTa, and how much higher is RoBERTa's accuracy than BERT fine-tuned?",['BERT.pdf'],False,,,8,11,4,0,2,0,2,0.00,3,False,58.4," The document does not provide the accuracy and F1 score of BERT fine-tuned and RoBERTa. However, it is mentioned that BERT and RoBERTa are both pre-trained models, and RoBERTa is an improved version of BERT with some modifications. The document does not specify the extent to which RoBERTa's accuracy is higher than BERT fine-tuned. For the exact scores, you may need to refer to the original research paper or a separate source that provides the results of fine-tuning BERT and RoBERTa on the same ",BERT fine-tuned: 92.6% accuracy and 91.3% F1. RoBERTa: 94.1% accuracy and 93.4% F1. RoBERTa's accuracy is 1.5 percentage points higher than BERT fine-tuned.
NLP-Q9,NLP,Per-Class Table,"Which news category has the highest F1 score for RoBERTa, and what is that F1 score?",None,False,,,8,10,1,1,0,0,0,1.00,3,False,86.3," The news category with the highest F1 score for RoBERTa is Sports, and the F1 score is 0.960. (Reference: Page 4, Document: NLP Paper.pdf)","Sports, with the highest RoBERTa F1 score of 0.960."
NLP-Q10,NLP,Figure Interpretation,"According to the BERT self-attention heatmap for the Health category article in Figure 5, which medically significant word receives the highest attention weights?",['BERT.pdf'],True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,9,3,0,2,0,1,0.00,3,False,48.6," According to the information provided, there is no Figure 5 mentioned in the text. Therefore, I cannot determine the medically significant word that receives the highest attention weights from the self-attention heatmap for the Health category article. Please check the correct figure number in the document.","The word “cancer” receives the highest attention weights, approximately 0.40–0.45."
NLP-Q11,NLP,Figure + Text Reasoning,"Which model converges fastest during training according to Figure 3, and what does the paper identify as a major reason for the computational advantage or disadvantage of the compared models?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,11,4,3,1,0,0,0.75,3,False,53.4," The model that converges fastest during training, according to Figure 3, is not explicitly mentioned in the provided text. However, the paper does not discuss computational advantages or disadvantages of the compared models in the context of Figure 3. The paper focuses on the performance of the model on different animal classes and the reasons for underperformance in certain classes. The major reason for underperformance is identified as lower training data availability for Turtle and Hamster c","RoBERTa converges fastest, reaching a loss below 0.10 by epoch 8. The paper attributes BiLSTM's slower convergence/higher final loss partly to its lack of large-corpus pre-training; RoBERTa benefits from pre-training but has substantially higher computational/training cost."
NLP-Q12,NLP,Table + Discussion Reasoning,"RoBERTa achieves the highest accuracy but requires substantially more training time than BiLSTM and SVM. Based on Table 3 and the discussion, which model provides the best accuracy-speed trade-off for real-time deployment, and why?",None,False,,,8,11,4,3,1,0,0,0.75,3,False,123.1," Based on the provided context, the model that provides the best accuracy-speed trade-off for real-time deployment is BERT fine-tuned. Although RoBERTa achieves the highest accuracy (94.1%), it requires significantly more training time (134 minutes) compared to BERT fine-tuned (95 minutes). On the other hand, BERT fine-tuned offers a better balance between accuracy and training time, making it more suitable for real-time deployment scenarios.

Reference(s):
- Table 3: Full model comparison on ac","BERT fine-tuned provides the best accuracy-speed trade-off for real-time deployment: 92.6% accuracy with 95 minutes of training, compared with RoBERTa's 94.1% accuracy but 134 minutes. The paper explicitly identifies BERT fine-tuned as the best accuracy-speed trade-off."
CNN-Q1,CNN,Architecture / Text,"What are the major components of the CNN architecture, and how many convolutional layers does the model contain?",None,False,,,8,10,7,5,2,0,0,0.71,3,False,122.9," The major components of the CNN architecture, as illustrated in Figure 1, are as follows:

1. Input Layer: Accepts RGB images resized to 224x224 pixels.
2. Convolutional Layer 1: Extracts spatial features using 32 filters of size 3x3.
3. Max-Pooling Layer 1: Reduces spatial dimensions after the first convolution.
4. Convolutional Layer 2: Extracts spatial features using 64 filters of size 3x3.
5. Max-Pooling Layer 2: Reduces spatial dimensions after the second convolution.
6. Fully-Connected La","The architecture has six major components: input image, convolutional layer 1, pooling layer 1, convolutional layer 2, fully connected layer, and output classes (softmax). It contains two convolutional layers."
CNN-Q2,CNN,Architecture / Figure,"According to Figure 1, what is the sequence of processing stages an input image passes through before producing the final animal-class prediction?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,11,8,7,0,1,0,0.88,3,False,67.1," The input image passes through the following processing stages according to Figure 1:

1. Resizing to 224x224 pixels.
2. Pixel normalization to the range [0, 1].
3. Input layer acceptance.
4. Two convolutional layers with 32 and 64 filters of size 3x3 respectively.
5. Max-pooling layers after each convolution.
6. A fully-connected layer with 512 neurons.
7. A final softmax output layer which produces class probability distributions over the seven animal categories.",Input Image → Conv Layer 1 → Pooling Layer 1 → Conv Layer 2 → Fully Connected → Output Classes.
CNN-Q3,CNN,Numerical Architecture,"What input image resolution is used by the CNN, and how many filters are used in the first and second convolutional layers?",None,False,,,8,11,2,1,1,0,0,0.50,3,False,74.9," The input image resolution used by the CNN is 224x224 pixels. The first convolutional layer uses 32 filters of size 3x3, and the second convolutional layer uses 64 filters of the same size.","The input image resolution is 224×224 pixels. The first convolutional layer uses 32 filters and the second uses 64 filters, both with 3×3 kernels."
CNN-Q4,CNN,Dataset / Numerical,"How many labeled images are contained in the complete animal-image dataset, and what are the seven animal categories?",None,False,,,8,9,1,0,1,0,0,0.00,5,False,61.5," The complete animal-image dataset contains 11,600 labeled images, and the seven animal categories are Dog, Bird, Fish, Rabbit, Hamster, Turtle, and Cat.","The dataset contains 11,600 labeled images across seven categories: Cat, Dog, Bird, Fish, Rabbit, Hamster, and Turtle."
CNN-Q5,CNN,Table Lookup,"Which animal category has the largest number of images, and which category has the smallest number of images?",None,False,,,8,10,3,3,0,0,0,1.00,4,False,94.6," From the provided context, the animal category with the largest number of images is Dog, with 3,100 images. The category with the smallest number of images is Turtle, with 650 images. This information is obtained from Figure 3: Dataset Class Distribution — Total 11,600 Images.","Dog has the largest number with 3,100 images, while Turtle has the smallest with 650 images."
CNN-Q6,CNN,Numerical Reasoning,What is the ratio between the number of Dog images and Turtle images in the complete dataset?,None,False,,,8,9,2,1,1,0,0,0.50,3,False,78.3," The ratio between the number of Dog images and Turtle images in the complete dataset is approximately 4.77:1. This is based on the bar chart in Figure 3, where the number of Dog images is 3,100 and the number of Turtle images is 650.","Dog:Turtle = 3,100:650 = approximately 4.77:1."
CNN-Q7,CNN,Training Results,"After how many epochs does the validation accuracy plateau at approximately 94.2%, and what is the final training accuracy reported?",None,False,,,8,10,1,0,0,0,1,0.00,4,False,93.6," The validation accuracy plateaus at approximately 94.2% around epoch 16, and the final training accuracy reported is not specified in the provided documents.","The paper's body text says validation accuracy plateaued at 94.2% by epoch 18, while the Figure 2 caption says it stabilizes around epoch 16. The final training accuracy is 97.3%."
CNN-Q8,CNN,Figure Interpretation,What does Figure 2 show about the relationship between training and validation accuracy during the 20 training epochs?,None,True,False,[FIGURE DIAGNOSTIC] FAIL — figure/page image was retrieved but disappeared before final context.,8,8,4,3,0,1,0,0.75,3,False,87.3," Figure 2 shows the relationship between training and validation accuracy during the 20 training epochs. The training accuracy reaches 97.3%, while validation accuracy plateaus at 94.2% by epoch 18, indicating slight overfitting. Early stopping with a patience of 5 epochs was applied. The validation accuracy stabilizes around epoch 16.","Training accuracy rises to 97.3%, while validation accuracy rises and then stabilizes around 94.2%. The persistent gap indicates slight overfitting, although the curves show smooth convergence without severe overfitting."
CNN-Q9,CNN,Evaluation Table,"Which animal category achieves the highest F1 score in the test-set evaluation, and what are its precision, recall, and F1 score?",None,False,,,8,9,2,1,1,0,0,0.50,4,False,106.4," The animal category that achieves the highest F1 score in the test-set evaluation is the Dog class. Its precision, recall, and F1 score are 0.951, 0.934, and 0.942 respectively.

Reference: DOCUMENT : CNN Paper.pdf, PAGE : 4.","Dog has the highest F1 score: precision 0.951, recall 0.934, and F1 score 0.942."
CNN-Q10,CNN,Confusion Matrix,"According to the confusion matrix in Figure 5, which pair of animal classes has the most prominent confusion, and how many Dogs are classified as Cats?",None,True,False,[FIGURE DIAGNOSTIC] FAIL — figure/page image was retrieved but disappeared before final context.,8,8,2,1,1,0,0,0.50,2,False,66.6," According to the provided context, the pair of animal classes with the most prominent confusion, as indicated by the confusion matrix in Figure 5, is Dog and Cat. The confusion matrix shows that 12 Dogs are misclassified as Cats.","The prominent confusion pair is Dog–Cat. Reading the displayed confusion matrix itself, 8 Dogs are classified as Cats (Dog row, Cat column). The largest off-diagonal cell is actually 12 Cats classified as Dogs; the paper's surrounding prose instead says 12 Dogs were misclassified as Cats, which conflicts with the plotted matrix."
