question_id,document,question_type,question,document_scope,explicit_figure_query,present_in_final,figure_diagnostic,retrieved_count_stage1,final_context_docs,image_count,error,elapsed_sec,rag_answer,ground_truth_answer
RAG-06,RAG,Architecture / Reasoning,Why does using an external non-parametric memory make RAG easier to update with new knowledge than a purely parametric language model?,['RAG.pdf'],False,,,8,11,3,False,53.5," Using an external non-parametric memory makes RAG easier to update with new knowledge than a purely parametric language model because non-parametric models like RAG can be easily updated at test time. In contrast, parametric-only models like T5 or BART need further training to update their behavior as the world changes. This is because non-parametric models store specific knowledge in their memory, and this knowledge can be easily accessed and updated without requiring extensive retraining.","Because knowledge is stored in an external non-parametric index rather than only in model parameters, the index can be updated or replaced at test time without retraining the generator. A purely parametric model such as BART or T5 would require further training to change its stored knowledge or behavior."
RAG-07,RAG,Architecture / Reasoning,What advantages does the RAG paper claim for storing raw text in its external memory instead of storing only distributed representations?,['RAG.pdf'],False,,,8,10,3,False,56.1," The RAG paper claims that storing raw text in its external memory instead of storing only distributed representations has two main advantages:

1. Human-readability: The raw text memory makes the model's memory human-readable, providing a form of interpretability to the model.

2. Human-writability: The raw text memory is human-writable, enabling the model's memory to be dynamically updated by editing the document index. This means the model's knowledge can be updated without retraining the mod","Storing raw text in the external memory makes the memory human-readable and human-writable. This provides interpretability because retrieved knowledge can be inspected, and it allows the document index to be edited or updated without retraining the model."
RAG-08,RAG,Architecture / Reasoning,How does the neural retriever interact with the Wikipedia document index in the RAG architecture?,['RAG.pdf'],False,,,8,11,3,False,56.0," The neural retriever in the RAG (Retrieval-Augmented Generation) architecture interacts with the Wikipedia document index by retrieving relevant documents based on the input query. The retriever scores each document in the index and returns the top-k documents, which are then used as input for the generation model to produce the final answer. The retriever is learned during training, allowing it to adapt to the specific task and data distribution. This approach allows RAG to leverage the vast a",The neural retriever is based on DPR. A BERT-based query encoder produces a query representation and a BERT-based document encoder produces dense document representations. The retriever uses Maximum Inner Product Search (MIPS) to retrieve the top-k Wikipedia documents from the pre-built dense vector index. The retrieved documents are then supplied to BART.
RAG-09,RAG,Evaluation / Performance,On what types of knowledge-intensive NLP tasks was RAG evaluated?,['RAG.pdf'],False,,,8,11,3,False,56.1," RAG was evaluated on the following knowledge-intensive NLP tasks:

1. Open-domain Question Answering (QA)
2. Open-MSMarco
3. Jeopardy question generation

For Open-domain QA, RAG-Token models used 15 retrieved documents, while RAG-Sequence models used 50 retrieved documents and the Thorough Decoding approach. For Open-MSMarco and Jeopardy question generation, both RAG-Token and RAG-Sequence models used ten retrieved documents.","RAG was evaluated on several knowledge-intensive NLP task types: open-domain question answering (Natural Questions, TriviaQA, WebQuestions and CuratedTrec), knowledge-intensive generation (MS-MARCO NLG and Jeopardy question generation), and fact verification (FEVER)."
RAG-10,RAG,Evaluation / Performance,What advantages did the authors report for RAG-generated text compared with purely parametric BART generation?,['RAG.pdf'],False,,,8,11,3,False,44.0, The authors reported that RAG-generated text is more factual and specific compared to purely parametric BART generation.,"Compared with parametric-only BART, RAG generations were reported to be more factual, specific and diverse. On MS-MARCO NLG, RAG-Sequence improved over BART by 2.6 BLEU and 2.6 ROUGE-L points. Human evaluation on Jeopardy question generation also favored RAG for factuality and specificity."
RAG-11,RAG,System-level Reasoning,Why can RAG be considered a combination of parametric and non-parametric memory?,['RAG.pdf'],False,,,8,11,3,False,53.5," RAG can be considered a combination of parametric and non-parametric memory because it utilizes both learned parameters (parametric) and external documents (non-parametric) for generating responses. The learned parameters are used to generate initial responses, and the external documents are retrieved and used to refine and improve the generated responses. This hybrid approach allows RAG to leverage the strengths of both types of memory, resulting in improved performance on open-domain question","RAG combines parametric and non-parametric memory because the generator is a pre-trained seq2seq model whose parameters store parametric knowledge, while the external Wikipedia dense-vector index stores non-parametric knowledge and is accessed through the neural retriever."
RAG-12,RAG,System-level Reasoning,How does the ability to hot-swap the retrieval index affect the maintainability of a RAG system?,['RAG.pdf'],False,,,8,11,3,False,59.5," The ability to hot-swap the retrieval index in a RAG system allows for easy updating of the model's world knowledge. This maintainability aspect is crucial as it enables the system to adapt to changes in the world, such as updates in leadership positions or other facts. This is demonstrated in the text where the RAG model answers 70% correctly using the 2016 index for 2016 world leaders and 68% using the 2018 index for 2018 world leaders, showing that the model can be updated by simply replacin","Hot-swapping the retrieval index makes a RAG system easier to maintain because its external knowledge can be updated at test time simply by replacing the index, without retraining the generator. The paper demonstrates this by replacing a December 2016 Wikipedia index with a December 2018 index and showing that RAG's world knowledge changes accordingly."
BERT-01,BERT,Core / Architecture,"What does BERT stand for, and what is the main idea behind the model?",['BERT.pdf'],False,,,8,11,3,False,52.2," BERT stands for Bidirectional Encoder Representations from Transformers. The main idea behind the model is to pre-train deep bidirectional representations from unlabeled text by jointly conditioning on both left and right context in all layers. This allows the model to better understand the context and semantics of words in a sentence, leading to improved performance on a wide range of natural language processing tasks.","BERT stands for Bidirectional Encoder Representations from Transformers. It is a deep bidirectional Transformer representation model pre-trained on unlabeled text by jointly conditioning on left and right context in all layers, then fine-tuned with minimal task-specific architecture for downstream NLP tasks."
BERT-02,BERT,Core / Architecture,How does BERT differ from OpenAI GPT in terms of the direction of context used by the Transformer?,['BERT.pdf'],False,,,8,10,3,False,50.5," BERT uses a bidirectional Transformer, which means it considers both the left and right context when processing a sentence, while OpenAI GPT uses a left-to-right Transformer, which only considers the left context. This bidirectionality in BERT allows it to capture more contextual information and improve its performance compared to OpenAI GPT.","BERT uses bidirectional self-attention, so each token can attend to both left and right context. OpenAI GPT uses a left-to-right Transformer with constrained self-attention, so each token can attend only to context on its left."
BERT-03,BERT,Core / Architecture,What is the masked language model (MLM) objective used during BERT pre-training?,['BERT.pdf'],False,,,8,11,3,False,49.1," The masked language model (MLM) objective used during BERT pre-training is a technique where some tokens in a sentence are randomly masked, and the model is trained to predict the masked tokens based on the context provided by the surrounding words. This helps the model to learn the contextual meaning of words.",The masked language model (MLM) randomly masks some input tokens and trains BERT to predict the original vocabulary identity of the masked tokens from their surrounding context.
BERT-04,BERT,Core / Architecture,Why does the masked language model allow BERT to learn bidirectional representations while a traditional left-to-right language model cannot?,['BERT.pdf'],False,,,8,11,3,False,52.9," The masked language model (MLM) allows BERT to learn bidirectional representations because it randomly masks some of the words in the input text and requires the model to predict the masked words based on the context. This forces the model to understand the relationships between words in both directions (left-to-right and right-to-left), unlike a traditional left-to-right language model that only considers the order of words from left to right.",MLM enables bidirectional pre-training because the model predicts selected masked tokens while conditioning on both left and right context. A conventional left-to-right language model cannot use both directions simultaneously because bidirectional conditioning would allow the target word to see itself and make prediction trivial.
BERT-05,BERT,Core / Architecture,What is the purpose of the Next Sentence Prediction (NSP) task in BERT?,['BERT.pdf'],False,,,8,10,3,False,49.8," The purpose of the Next Sentence Prediction (NSP) task in BERT is to predict whether a given sentence is the next sentence in a text, or a random sentence. This task is used during the pre-training phase of BERT to help the model understand the order and coherence of sentences in a text.","NSP trains BERT to predict whether two sampled text spans are consecutive in the original corpus. It is a binary IsNext/NotNext pre-training task intended to help the model learn relationships between sentence pairs, useful for tasks such as question answering and natural language inference."
BERT-06,BERT,Training / Comparison,"During BERT pre-training, what percentage of the time is the second sampled text span the actual next sentence, and what percentage of the time is it a randomly selected sentence?",['BERT.pdf'],False,,,8,11,3,False,46.3," During BERT pre-training, 50% of the time the second sampled text span is the actual next sentence, and 50% of the time it is a randomly selected sentence.","50% of the time the second sampled span is the actual next sentence following the first span, and 50% of the time it is a randomly selected sentence."
BERT-07,BERT,Training / Comparison,"How do BERT, OpenAI GPT, and ELMo differ in their approaches to obtaining contextual representations?",['BERT.pdf'],False,,,8,10,3,False,78.6," BERT, OpenAI GPT, and ELMo differ in their approaches to obtaining contextual representations primarily due to their architectural differences and the methods they use for pre-training.

1. ELMo is a feature-based approach that uses bidirectional LSTMs to generate contextual representations for words. It does not have the ability to jointly condition on both left and right context in all layers.

2. OpenAI GPT is a left-to-right Transformer LM that trains on a large text corpus. It is a fine-tu","BERT uses a bidirectional Transformer jointly conditioned on left and right context in all layers; GPT uses a left-to-right Transformer; ELMo concatenates independently trained left-to-right and right-to-left LSTM representations. BERT and GPT are fine-tuning approaches, while ELMo is feature-based."
BERT-08,BERT,Training / Comparison,What masking rate is used for the language-model masking during BERT pre-training?,['BERT.pdf'],False,,,8,11,3,False,47.5, The masking rate used for the language-model masking during BERT pre-training is 80%. The other strategies used are keeping the target token as is (10%) and replacing the target token with another random token (10%).,The LM masking rate is 15% after WordPiece tokenization.
BERT-09,BERT,Training / Comparison,What optimizer and learning rate are used for BERT pre-training?,['BERT.pdf'],False,,,8,11,3,False,47.9," The optimizer used for BERT pre-training is Adam, and the learning rate is 5e-5. However, during fine-tuning, BERT chooses a task-specific learning rate that performs best on the development set.","BERT pre-training uses the Adam optimizer with a learning rate of 1e-4 (with beta1=0.9, beta2=0.999, weight decay 0.01, warmup, and linear decay)."
BERT-10,BERT,Training / Comparison,What are the main differences between BERTBASE and BERTLARGE in terms of their architecture and training resources?,None,False,,,8,7,3,False,77.4," The main differences between BERTBASE and BERTLARGE are primarily in terms of their architecture and the resources required for training.

BERTBASE has 12 layers and 110 million parameters, while BERTLARGE has 24 layers and 340 million parameters. This means that BERTLARGE has more capacity to learn complex patterns and relationships in the data, but it also requires more computational resources for training.

Additionally, BERTLARGE was trained on a larger corpus of data, specifically the Book","BERTBASE has 12 Transformer layers, hidden size 768, 12 attention heads, and about 110M parameters. BERTLARGE has 24 layers, hidden size 1024, 16 attention heads, and about 340M parameters. BERTBASE was pre-trained on 4 Cloud TPU pods (16 TPU chips total), while BERTLARGE used 16 Cloud TPUs (64 TPU chips total); each pre-training run took about 4 days."
BERT-11,BERT,Reasoning / Results,Why does BERT's bidirectional pre-training reduce the need for heavily engineered task-specific architectures?,['BERT.pdf'],False,,,8,11,3,False,59.7," BERT's bidirectional pre-training reduces the need for heavily engineered task-specific architectures because it learns contextual representations of words in both directions (left-to-right and right-to-left) during pre-training. This allows BERT to capture more nuanced and complex linguistic patterns compared to models like ELMo, which uses independently trained left-to-right and right-to-left LSTMs, or OpenAI GPT, which uses a left-to-right Transformer. By learning these patterns during pre-t","Because BERT pre-training produces strong bidirectional contextual representations, downstream tasks can usually be solved by adding only a small task-specific output layer and fine-tuning the pre-trained model, rather than designing heavily engineered task-specific architectures. The paper explicitly notes that pre-trained representations reduce the need for such architectures."
BERT-12,BERT,Reasoning / Results,"What improvements did BERT achieve on GLUE, MultiNLI, SQuAD v1.1, and SQuAD v2.0 according to the paper's abstract?",['BERT.pdf'],False,,,8,11,3,False,64.3," BERT achieved the following improvements according to the paper's abstract:

1. On the GLUE benchmark, BERT obtained an absolute accuracy improvement of 4.6% on the MNLI task. On the official GLUE leaderboard, BERTLARGE scored 80.5 compared to OpenAI GPT's 72.8.

2. On SQuAD v1.1, BERT outperformed existing systems by a wide margin.

3. For SQuAD v2.0, the paper uses a simple approach to extend the SQuAD v1.1 BERT model, treating questions that do not have an answer as having an answer span wit","The abstract reports GLUE 80.5%, MultiNLI 86.7%, SQuAD v1.1 Test F1 93.2, and SQuAD v2.0 Test F1 83.1. These results represented substantial improvements over previous state of the art, including a 7.7% absolute improvement on SQuAD v1.1 over the previous best system and a 5.1 F1 improvement on SQuAD v2.0."
NLP-Q1,NLP,Architecture / Figure,"What are the six sequential stages of the NLP pipeline described in Figure 1, from raw news text to the final classification output?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,11,4,False,92.7," The six sequential stages of the NLP pipeline described in Figure 1, from raw news text to the final classification output, are as follows:

1. Raw text input
2. Tokenization and cleaning (removing stop words, punctuation, and applying lowercasing)
3. Word embeddings generation (using GloVe for BiLSTM and WordPiece tokenization for BERT/RoBERTa)
4. BiLSTM encoding (processing sequences bidirectionally to capture context from both directions)
5. Attention layer (weights the most relevant tokens)",Raw Text → Tokenize & Clean → Word Embeddings → BiLSTM Encoder → Attention Layer → Output Classes. The figure shows these six stages in sequence.
NLP-Q2,NLP,Architecture / Multimodal,"According to Figure 1, how does the BiLSTM branch process the tokenized news text before the final classification head?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,10,5,False,77.8," The BiLSTM branch processes the tokenized news text bidirectionally to capture context from both directions. After tokenization, the text is cleaned by removing stop words, punctuation, and applying lowercasing. Word embeddings are generated using GloVe (300-dimensional) for BiLSTM. An attention layer then weights the most relevant tokens before the final classification head produces probabilities over six categories.","The tokenized and cleaned news text is converted to word embeddings (GloVe, 300-dimensional), passed through the bidirectional LSTM encoder to capture context from both directions, then through an attention layer that weights the most relevant tokens before the final classification head."
NLP-Q3,NLP,Embedding Comparison,"What embedding or tokenization method is used for BiLSTM, and what method is used for BERT and RoBERTa?",['BERT.pdf'],False,,,8,11,3,False,51.4," For the BiLSTM, the text is tokenized using WordPiece before being fed into the model. For BERT and RoBERTa, the text is tokenized using WordPiece as well, but during pre-training, BERT and RoBERTa learn sentence A/B embeddings, [SEP], and [CLS] tokens, in addition to the tokenization.",BiLSTM uses 300-dimensional GloVe word embeddings. BERT and RoBERTa use WordPiece tokenization.
NLP-Q4,NLP,Dataset / Numerical,"How many total news articles are contained in the dataset, and into how many categories are they classified?",None,False,,,8,9,3,False,79.8," The dataset contains 18,600 news articles and they are classified into six categories: Politics, Sports, Technology, Entertainment, Health, and Finance.","The dataset contains 18,600 news articles classified into six categories: Politics, Sports, Technology, Entertainment, Health, and Finance."
NLP-Q5,NLP,Table Lookup,"Which news category contains the largest number of articles in the dataset, and how many articles does it contain?",None,False,,,8,10,3,False,73.0," The news category containing the largest number of articles in the dataset is Politics, and it contains 4,200 articles.","Politics, with 4,200 articles."
NLP-Q6,NLP,Table Reasoning,What is the ratio of the number of Politics articles to Finance articles in the dataset?,None,False,,,8,10,3,False,39.6," The ratio of the number of Politics articles to Finance articles in the dataset is 4200:1800, which is approximately 2.33:1.","Politics has 4,200 articles and Finance has 1,800, giving a ratio of 4,200:1,800 = 2.33:1."
NLP-Q7,NLP,Performance Table,"Which model achieves the highest overall accuracy among Naive Bayes, SVM, BiLSTM, BERT fine-tuned, and RoBERTa, and what is its accuracy?",['BERT.pdf'],False,,,8,11,3,False,54.5," The model that achieves the highest overall accuracy among Naive Bayes, SVM, BiLSTM, BERT fine-tuned, and RoBERTa is not explicitly stated in the provided text. However, it is mentioned that BERT and RoBERTa are fine-tuned models, and they are compared to other models. Therefore, it can be inferred that either BERT or RoBERTa might have the highest accuracy, but the exact values are not provided.","RoBERTa, with the highest overall accuracy of 94.1%."
NLP-Q8,NLP,Performance Comparison,"What are the accuracy and F1 score of BERT fine-tuned and RoBERTa, and how much higher is RoBERTa's accuracy than BERT fine-tuned?",['BERT.pdf'],False,,,8,11,3,False,55.0," The document does not provide the accuracy and F1 score of BERT fine-tuned and RoBERTa. However, it is mentioned that BERT and RoBERTa are both pre-trained models, and RoBERTa is a variant of BERT with some improvements. The document does not specify how much higher RoBERTa's accuracy is compared to BERT fine-tuned. For the exact scores, you may need to refer to the original research paper or a source that has conducted and reported the experiments.",BERT fine-tuned: 92.6% accuracy and 91.3% F1. RoBERTa: 94.1% accuracy and 93.4% F1. RoBERTa's accuracy is 1.5 percentage points higher than BERT fine-tuned.
NLP-Q9,NLP,Per-Class Table,"Which news category has the highest F1 score for RoBERTa, and what is that F1 score?",None,False,,,8,10,3,False,85.7," The news category with the highest F1 score for RoBERTa is Sports, and the F1 score is 0.960. (Reference: Page 4, Document: NLP Paper.pdf)","Sports, with the highest RoBERTa F1 score of 0.960."
NLP-Q10,NLP,Figure Interpretation,"According to the BERT self-attention heatmap for the Health category article in Figure 5, which medically significant word receives the highest attention weights?",['BERT.pdf'],True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,9,3,False,48.5," According to the information provided, the document does not contain Figure 5 or any self-attention heatmap for the Health category article. Therefore, I cannot determine which medically significant word receives the highest attention weights. Please check the document for the correct figure or more detailed information.","The word “cancer” receives the highest attention weights, approximately 0.40–0.45."
NLP-Q11,NLP,Figure + Text Reasoning,"Which model converges fastest during training according to Figure 3, and what does the paper identify as a major reason for the computational advantage or disadvantage of the compared models?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,11,3,False,55.1," The model that converges fastest during training, according to Figure 3, is not explicitly mentioned in the provided document. However, the paper does not discuss computational advantages or disadvantages of the compared models in the context of Figure 3. The document focuses on a different model and its performance on an animal image classification task.

For more information about the compared models and their computational aspects, you may want to look at the documents ""LayoutLMv3.pdf"" and ""","RoBERTa converges fastest, reaching a loss below 0.10 by epoch 8. The paper attributes BiLSTM's slower convergence/higher final loss partly to its lack of large-corpus pre-training; RoBERTa benefits from pre-training but has substantially higher computational/training cost."
NLP-Q12,NLP,Table + Discussion Reasoning,"RoBERTa achieves the highest accuracy but requires substantially more training time than BiLSTM and SVM. Based on Table 3 and the discussion, which model provides the best accuracy-speed trade-off for real-time deployment, and why?",None,False,,,8,11,3,False,129.4," Based on the provided documents, BERT fine-tuned provides the best accuracy-speed trade-off for real-time deployment. Although RoBERTa achieves the highest accuracy (94.1%), it requires significantly more training time (134 minutes) compared to BERT fine-tuned (95 minutes). On the other hand, BiLSTM, while having a lower accuracy (87.2%), completes training in 28 minutes. Therefore, BERT fine-tuned offers a better balance between accuracy and training time for real-time deployment scenarios.

R","BERT fine-tuned provides the best accuracy-speed trade-off for real-time deployment: 92.6% accuracy with 95 minutes of training, compared with RoBERTa's 94.1% accuracy but 134 minutes. The paper explicitly identifies BERT fine-tuned as the best accuracy-speed trade-off."
CNN-Q1,CNN,Architecture / Text,"What are the major components of the CNN architecture, and how many convolutional layers does the model contain?",None,False,,,8,10,3,False,122.2," The major components of the CNN architecture, as illustrated in Figure 1, are as follows:

1. Input Layer: Accepts RGB images resized to 224x224 pixels.
2. Convolutional Layer 1: Extracts spatial features using 32 filters of size 3x3.
3. Max-Pooling Layer 1: Reduces spatial dimensions after the first convolution.
4. Convolutional Layer 2: Extracts spatial features using 64 filters of size 3x3.
5. Max-Pooling Layer 2: Reduces spatial dimensions after the second convolution.
6. Fully-Connected La","The architecture has six major components: input image, convolutional layer 1, pooling layer 1, convolutional layer 2, fully connected layer, and output classes (softmax). It contains two convolutional layers."
CNN-Q2,CNN,Architecture / Figure,"According to Figure 1, what is the sequence of processing stages an input image passes through before producing the final animal-class prediction?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,11,3,False,69.7," The input image passes through the following processing stages according to Figure 1:

1. Resizing to 224x224 pixels.
2. Pixel normalization to the range [0, 1].
3. Passing through the first convolutional layer with 32 filters of size 3x3.
4. Max-pooling layer.
5. Passing through the second convolutional layer with 64 filters of size 3x3.
6. Another max-pooling layer.
7. Passing through the fully-connected layer with 512 neurons.
8. Final softmax output layer which produces class probability di",Input Image → Conv Layer 1 → Pooling Layer 1 → Conv Layer 2 → Fully Connected → Output Classes.
CNN-Q3,CNN,Numerical Architecture,"What input image resolution is used by the CNN, and how many filters are used in the first and second convolutional layers?",None,False,,,8,11,3,False,74.2," The input image resolution used by the CNN is 224x224 pixels. The first convolutional layer uses 32 filters of size 3x3, and the second convolutional layer uses 64 filters of the same size.","The input image resolution is 224×224 pixels. The first convolutional layer uses 32 filters and the second uses 64 filters, both with 3×3 kernels."
CNN-Q4,CNN,Dataset / Numerical,"How many labeled images are contained in the complete animal-image dataset, and what are the seven animal categories?",None,False,,,8,9,5,False,60.9," The complete animal-image dataset contains 11,600 labeled images, and the seven animal categories are Dog, Bird, Fish, Rabbit, Hamster, Turtle, and Cat.","The dataset contains 11,600 labeled images across seven categories: Cat, Dog, Bird, Fish, Rabbit, Hamster, and Turtle."
CNN-Q5,CNN,Table Lookup,"Which animal category has the largest number of images, and which category has the smallest number of images?",None,False,,,8,10,4,False,96.6," From the provided context, the animal category with the largest number of images is Dog, with 3,100 images. The category with the smallest number of images is Turtle, with 650 images. This information is derived from Figure 3: Dataset Class Distribution — Total 11,600 Images, which is a bar chart showing the number of images per animal class in the full dataset.","Dog has the largest number with 3,100 images, while Turtle has the smallest with 650 images."
CNN-Q6,CNN,Numerical Reasoning,What is the ratio between the number of Dog images and Turtle images in the complete dataset?,None,False,,,8,9,3,False,78.2," The ratio between the number of Dog images and Turtle images in the complete dataset is approximately 4.77:1. This is based on the bar chart in Figure 3, where the number of Dog images is 3,100 and the number of Turtle images is 650.","Dog:Turtle = 3,100:650 = approximately 4.77:1."
CNN-Q7,CNN,Training Results,"After how many epochs does the validation accuracy plateau at approximately 94.2%, and what is the final training accuracy reported?",None,False,,,8,10,4,False,94.1," The validation accuracy plateaus at approximately 94.2% around epoch 16, and the final training accuracy reported is not specified in the provided documents.","The paper's body text says validation accuracy plateaued at 94.2% by epoch 18, while the Figure 2 caption says it stabilizes around epoch 16. The final training accuracy is 97.3%."
CNN-Q8,CNN,Figure Interpretation,What does Figure 2 show about the relationship between training and validation accuracy during the 20 training epochs?,None,True,False,[FIGURE DIAGNOSTIC] FAIL — figure/page image was retrieved but disappeared before final context.,8,8,3,False,87.2," Figure 2 shows the relationship between training and validation accuracy during the 20 training epochs. The training accuracy reaches 97.3%, while validation accuracy plateaus at 94.2% by epoch 18, indicating slight overfitting. Early stopping with a patience of 5 epochs was applied. The validation accuracy stabilizes around epoch 16.","Training accuracy rises to 97.3%, while validation accuracy rises and then stabilizes around 94.2%. The persistent gap indicates slight overfitting, although the curves show smooth convergence without severe overfitting."
CNN-Q9,CNN,Evaluation Table,"Which animal category achieves the highest F1 score in the test-set evaluation, and what are its precision, recall, and F1 score?",None,False,,,8,9,4,False,105.8," The animal category that achieves the highest F1 score in the test-set evaluation is the Dog class. Its precision, recall, and F1 score are 0.951, 0.934, and 0.942 respectively.

Reference: DOCUMENT : CNN Paper.pdf, PAGE : 4.","Dog has the highest F1 score: precision 0.951, recall 0.934, and F1 score 0.942."
CNN-Q10,CNN,Confusion Matrix,"According to the confusion matrix in Figure 5, which pair of animal classes has the most prominent confusion, and how many Dogs are classified as Cats?",None,True,False,[FIGURE DIAGNOSTIC] FAIL — figure/page image was retrieved but disappeared before final context.,8,8,2,False,64.2," According to the confusion matrix in Figure 5, the pair of animal classes with the most prominent confusion is Dog and Cat. The number of Dogs classified as Cats is 12.","The prominent confusion pair is Dog–Cat. Reading the displayed confusion matrix itself, 8 Dogs are classified as Cats (Dog row, Cat column). The largest off-diagonal cell is actually 12 Cats classified as Dogs; the paper's surrounding prose instead says 12 Dogs were misclassified as Cats, which conflicts with the plotted matrix."
CNN-Q11,CNN,Flowchart / Multimodal,"According to Figure 4, what happens when the input image fails the validation check, and what processing stages are applied to a valid image before the final prediction?",None,True,True,[FIGURE DIAGNOSTIC] PASS — exact figure/page image evidence survived into final context.,8,9,4,False,102.0," When an input image fails the validation check, it is not processed further. For a valid image, the following processing stages are applied before the final prediction:

1. The image is split into non-overlapping patches.
2. Swin Transformer blocks, consisting of a shifted window-based multi-head self-attention module and a two-layer MLP, are applied to the patches.
3. Patch merging layers are applied to the patch tokens at each stage.
4. The output of the final Swin Transformer block is fed in","If validation fails, the image is rejected and the error is logged. For a valid image: Input Image → Preprocessing (resize to 224×224 and normalize pixels to [0,1]) → Validation Check → CNN Feature Extraction → Output Prediction with confidence scores."
CNN-Q12,CNN,Comparison Table / Reasoning,"Compared with VGG-16, ResNet-50, and MobileNetV2, how does the proposed CNN compare in terms of parameter count, validation accuracy, and inference time?",None,False,,,8,10,3,False,81.8," The document does not provide a direct comparison of the proposed CNN with VGG-16, ResNet-50, and MobileNetV2. However, it does mention that the proposed Vision Transformer (ViT) models outperform ResNet152x4 on certain tasks, but the specifics of the comparison in terms of parameter count, validation accuracy, and inference time are not discussed for these specific models. For the ViT models, it is mentioned that they require fewer resources to pre-train compared to prior state-of-the-art meth","Our CNN: 1.2M parameters, 94.2% validation accuracy, 11.8 ms inference. VGG-16: 138M, 97.8%, 28.4 ms. ResNet-50: 25.6M, 96.5%, 18.2 ms. MobileNetV2: 3.4M, 95.1%, 8.6 ms."
